id,canonicalSmiles,inchiKey,drugType,blackBoxWarning,name,maximumClinicalTrialPhase,hasBeenWithdrawn,isApproved,tradeNames,synonyms,childChemblIds,description,crossReferences.Wikipedia,crossReferences.drugbank,linkedDiseases.rows,linkedDiseases.count,linkedTargets.rows,linkedTargets.count,yearOfFirstApproval,parentId,crossReferences.DailyMed,crossReferences.PubChem,crossReferences.chEBI,crossReferences.EMA,crossReferences.USAN,crossReferences.TG-GATEs,crossReferences.DrugCentral,crossReferences.INN
CHEMBL282686,CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,CXGTZJYQWSUFET-IBGZPJMESA-N,Small molecule,False,TESAGLITAZAR,3.0,False,False,[],"['AR-H-039242', 'AR-H039242XX', 'AZ-242', 'Az-242', 'BR-44608', 'Tesaglitazar']",,Small molecule drug with a maximum clinical trial phase of III and has 1 investigational indication.,,['DB06536'],['MONDO_0005148'],1.0,"['ENSG00000186951', 'ENSG00000132170']",2,,,,,,,,,,
CHEMBL3184437,OCc1ccc(Cl)cc1Cl,DBHODFSFBXJZNY-UHFFFAOYSA-N,Small molecule,False,DICHLOROBENZYL ALCOHOL,4.0,False,True,[],"['Dichlorobenzyl alcohol', 'Dybenal', 'NSC-15635', 'Oxiconazole related compound d', 'Rapidosept']",,Small molecule drug with a maximum clinical trial phase of IV.,,['DB13269'],,,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']",10,,,,"['144211212', '170465574']",['48220'],,,,,
CHEMBL4105630,C[C@@]1(O)CC[C@H]2[C@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(=O)Cn4cc(C#N)cn4)CC[C@@H]32)C1,HARRKNSQXBRBGZ-GVKWWOCJSA-N,Small molecule,True,ZURANOLONE,4.0,False,True,['Zurzuvae'],"['S-812217', 'SAGE-217', 'SGE-797', 'Sage-217', 'Zuranolone']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2023 and is indicated for postpartum depression and has 5 investigational indications. This drug has a black box warning from the FDA.,,['DB15490'],"['EFO_0007453', 'MONDO_0002009', 'MONDO_0005180', 'EFO_0003108', 'MONDO_0002050', 'EFO_0004247']",6.0,"['ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863']",16,2023.0,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/ZURANOLONE/relevant/1/'],,,
CHEMBL435298,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,SYTBZMRGLBWNTM-JTQLQIEISA-N,Small molecule,False,ESFLURBIPROFEN,4.0,False,True,[],"['BTS 24332', 'BTS-24332', 'Esflurbiprofen', 'Flurbiprofen, (s)-']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2015 and has 3 investigational indications.,,,"['HP_0002829', 'HP_0003326', 'EFO_0009582']",3.0,"['ENSG00000073756', 'ENSG00000095303']",2,2015.0,,,['47193727'],['42446'],,,,,
CHEMBL5314408,CC(=O)N1CCN(CCOc2cc(OC(C)C)c3c(Nc4c(Cl)cnc5c4OCO5)ncnc3c2)CC1,MVWATCATLSSVBH-UHFFFAOYSA-N,Small molecule,False,AZD-0424,1.0,False,False,[],"['AZD0424', 'Azd-0424']",,Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication.,,,['EFO_0000616'],1.0,"['ENSG00000097007', 'ENSG00000197122']",2,,,,,,,,,,
CHEMBL544,COc1ccc(O)cc1,NWVVVBRKAWDGAB-UHFFFAOYSA-N,Small molecule,False,MEQUINOL,4.0,False,True,[],"['4-hydroxyanisole', '4-methoxyphenol', '4ha', 'BMS-181158', 'Hqmme; hydroxyquinone methyl ether', 'Leucobasal', 'Leucodine b', 'Mechinolum', 'Menthyl anthranilate', 'Mequinol', 'NSC-4960', 'Novo-dermoquinona', 'P-guaiacol', 'P-hydroxyanisole']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1999.,['Mequinol'],['DB09516'],,,['ENSG00000077498'],1,1999.0,,,"['144204676', '144209565', '144213193', '170464687', '17389832', '50105587', '71152', '85272557']",['69441'],,,,,
CHEMBL861,CCC1(c2ccccc2)NC(=O)N(C)C1=O,GMHKMTDVRCWUDX-UHFFFAOYSA-N,Small molecule,False,MEPHENYTOIN,4.0,False,True,['Mesantoin'],"['Mephenytoin', 'Methoin', 'NSC-34652']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1946 and is indicated for epilepsy.,['Mephenytoin'],['DB00532'],['EFO_0000474'],1.0,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']",10,1946.0,,,['56463168'],,,,,,
CHEMBL1079742,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1.Cl,GTTBEUCJPZQMDZ-UHFFFAOYSA-N,Small molecule,False,ERLOTINIB HYDROCHLORIDE,4.0,False,True,"['Erlotinib hydrochloride', 'Tarceva']","['CP-358', 'CP-358,774-01', 'CP-358774-01', 'Erlotinib hcl', 'Erlotinib hydrochloride', 'OSI-774']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2004 and is indicated for non-small cell lung carcinoma and has 52 investigational indications.,,,"['EFO_0003060', 'EFO_0005537', 'EFO_0000632', 'EFO_0002501', 'MONDO_0003060', 'EFO_0002618', 'MONDO_0002158', 'EFO_0000691', 'MONDO_0005411', 'MONDO_0007576', 'MONDO_0002974', 'EFO_0005567', 'EFO_0000181', 'EFO_0005221', 'MONDO_0004992', 'MONDO_0002367', 'MONDO_0001187', 'EFO_0001422', 'EFO_0000616', 'MONDO_0003268', 'EFO_0000519', 'EFO_1001465', 'EFO_1000657', 'EFO_0000305', 'MONDO_0021063', 'MONDO_0000521', 'MONDO_0044926', 'MONDO_0004986', 'MONDO_0008903', 'EFO_0000182', 'MONDO_0008315', 'EFO_0006859', 'EFO_1000158', 'MONDO_0002898', 'Orphanet_733', 'MONDO_0011962', 'EFO_0000681', 'EFO_0000756', 'EFO_0003050', 'EFO_0003833', 'EFO_0002499', 'MONDO_0007254', 'EFO_1001951', 'MONDO_0008170', 'EFO_0000588', 'MONDO_0020634', 'EFO_0000308', 'EFO_0000571', 'EFO_0000640', 'EFO_0000365', 'MONDO_0002087', 'MONDO_0002691', 'EFO_0000708']",53.0,['ENSG00000146648'],1,2004.0,CHEMBL553,['erlotinib%20hydrochloride'],['534851'],['53509'],['https://www.ema.europa.eu/en/medicines/human/EPAR/tarceva'],,,,
CHEMBL1083993,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl,ITPDYQOUSLNIHG-UHFFFAOYSA-N,Small molecule,True,AMIODARONE HYDROCHLORIDE,4.0,False,True,"['Amidox', 'Amiodarone hydrochloride', 'Amyben', 'Cordarone', 'Cordarone x', 'Cordarone x 100', 'Cordarone x 200', 'Darmil', 'Nexterone', 'Pacerone']","['Amiodar', 'Amiodarone', 'Amiodarone hcl', 'Amiodarone hydrochloride', 'L-3428', 'Miodaron', 'NSC-343341', 'NSC-85442', 'Ortacrone', 'Ritmocardyl', 'SK&F-33134-A', 'SKF 33134-A', 'SKF-33134-A', 'Trangorex', 'VF-236']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1985 and has 3 approved and 4 investigational indications. This drug has a black box warning from the FDA.,,,"['EFO_0000275', 'EFO_0004287', 'MONDO_0019438', 'EFO_0005529', 'EFO_0003144', 'EFO_0005306', 'HP_0004308']",7.0,['ENSG00000055118'],1,1985.0,CHEMBL633,['amiodarone%20hydrochloride'],"['144207027', '144210713', '26747445', '50105848', '50105849', '50105850', '552042', '56422901', '855533']",,,,,,
CHEMBL110458,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,LXBIFEVIBLOUGU-DPYQTVNSSA-N,Small molecule,False,MIGALASTAT,4.0,False,True,"['At-1001, gr-181314a', 'Galafold']",['Migalastat'],['CHEMBL2107355'],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2016 and is indicated for fabry disease and has 1 investigational indication.,,['DB05018'],"['MONDO_0010526', 'MONDO_0010526']",2.0,['ENSG00000102393'],1,2016.0,,,['11114003'],,,,,,
CHEMBL1200443,,,Small molecule,False,MERETHOXYLLINE PROCAINE,4.0,False,True,[],"['Merethoxyline procaine', 'Merethoxylline procaine', 'Procaine merethoxylline']",,Small molecule drug with a maximum clinical trial phase of IV.,,,,,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']",10,,,,,,,,,['4992'],
CHEMBL1743020,,,Antibody,False,FORALUMAB,2.0,False,False,[],"['Foralumab', 'NI-0401', 'TZLS-401']",,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications.,,,"['EFO_0000384', 'EFO_0008522', 'EFO_0008520', 'EFO_0004599', 'MONDO_0100096']",5.0,"['ENSG00000198851', 'ENSG00000160654', 'ENSG00000167286']",3,,,,,,,,,,
CHEMBL2108557,,,Protein,False,TELBERMIN,2.0,False,False,[],"['RH VEGF', 'RH-VEGF', 'RHVEG-F', 'RHVEGF', 'SNN0029', 'Telbermin', 'Vegf-a165', 'Vegf165']",,Protein drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,,"['EFO_1001459', 'MONDO_0004976']",2.0,"['ENSG00000102755', 'ENSG00000128052']",2,,,,,,,,,,
CHEMBL4594401,CC1=NN(c2ccc3c(c2)CCCC3)C(=O)/C1=N\Nc1cccc(-c2ccc(C(=O)O)o2)c1O,BDGGFTDRPHKXFC-QYQHSDTDSA-N,Small molecule,False,RAFUTROMBOPAG,3.0,False,False,[],"['Hetrombopag', 'Rafutrombopag', 'SHR-8735', 'SHR8735']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 6 investigational indications.,,,"['EFO_0001421', 'EFO_0000198', 'HP_0001915', 'EFO_0007160', 'HP_0001873', 'MONDO_0007254']",6.0,['ENSG00000117400'],1,,,,,,,,,,['https://www.who.int/publications/m/item/inn-pl-126']
CHEMBL4594448,CCO[C@H]1CCN(Cc2c(OC)cc(C)c3[nH]ccc23)[C@H](c2ccc(C(=O)O)cc2)C1,RENRQMCACQEWFC-UGKGYDQZSA-N,Small molecule,False,IPTACOPAN,3.0,False,False,[],"['Iptacopan', 'LNP-023', 'LNP023', 'Lnp023', 'NVP-LNP023', 'NVP-LNP023-NX']","['CHEMBL4643495', 'CHEMBL5095401']",Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 12 investigational indications.,,,"['EFO_0004254', 'EFO_0005761', 'MONDO_0100244', 'HP_0000077', 'MONDO_0002462', 'EFO_0001365', 'HP_0000077', 'EFO_0001421', 'MONDO_0100244', 'MONDO_0018904', 'EFO_0004194', 'MONDO_0002462', 'MONDO_0100244', 'MONDO_0016244']",14.0,['ENSG00000243649'],1,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/IPTACOPAN/relevant/1/'],,,
CHEMBL5095451,,,Gene,False,ETRANACOGENE DEZAPARVOVEC,1.0,False,False,[],"['AAV5-hFIXco-Padua', 'AMT-061', 'Etranacogene dezaparvovec', 'Etranacogene dezaparvovec-dlrb', 'Hemgenix']",,Gene drug with a maximum clinical trial phase of I and has 1 investigational indication.,,,['MONDO_0010604'],1.0,['ENSG00000101981'],1,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/ETRANACOGENE%20DEZAPARVOVEC/relevant/1/'],,,
CHEMBL6,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CGIGDMFJXJATDK-UHFFFAOYSA-N,Small molecule,True,INDOMETHACIN,4.0,False,True,"['Artracin', 'Artracin sr', 'Berlind 75 ret', 'Flexin-25 continus', 'Flexin-50 continus', 'Flexin-75 continus', 'Imbrilon', 'Indo-lemmon', 'Indo-paed', 'Indocid ret', 'Indocid-r', 'Indocin', 'Indocin sr', 'Indoderm', 'Indoflex', 'Indolar', 'Indolar sr', 'Indomax-25', 'Indomax-75 sr', 'Indomethacin', 'Indomod', 'Indoptol', 'Indotard mr 75', 'Ledmecin', 'Maximet sr', 'Mobilan', 'Pardelprin mr', 'Rheumacin la', 'Rimacid', 'Slo-indo', 'Tivorbex']","['Aconip', 'Durametacin', 'Indometacin', 'Indometacin farnesil', 'Indometacinum', 'Indomethacin', 'NSC-757061', 'NSC-77541', 'Reumacide']","['CHEMBL2028292', 'CHEMBL3989410', 'CHEMBL4590319']",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1965 and has 12 approved and 23 investigational indications. This drug has a black box warning from the FDA.,['Indometacin'],['DB00328'],"['MONDO_0003937', 'EFO_0000278', 'EFO_0000199', 'MONDO_0004979', 'EFO_0005755', 'EFO_1001412', 'EFO_0000685', 'EFO_1000652', 'EFO_0010072', 'MONDO_0004975', 'MONDO_0005178', 'MONDO_0100096', 'HP_0002829', 'EFO_1000318', 'EFO_0005252', 'MONDO_0007254', 'EFO_0003843', 'MP_0001914', 'Orphanet_79292', 'EFO_0003898', 'EFO_0003917', 'MP_0001845', 'EFO_0000181', 'MONDO_0024475', 'EFO_0000196', 'EFO_0000342', 'HP_0001643', 'EFO_0000319', 'HP_0003326', 'EFO_0004274', 'EFO_0005752', 'MP_0001845', 'MONDO_0008315', 'EFO_0000389', 'EFO_0000673']",35.0,"['ENSG00000073756', 'ENSG00000095303']",2,1965.0,,['indomethacin'],"['11111328', '11111329', '11113361', '124880453', '124880455', '124880457', '124880458', '144206660', '144208989', '144210586', '170464705', '17389851', '174007200', '26747086', '26747087', '26751593', '50100255', '50104238', '50104239', '50126367', '56422212', '85231093', '856012', '90340917']",['49662'],,,['15'],,
CHEMBL1034,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],KPHWPUGNDIVLNH-UHFFFAOYSA-M,Small molecule,True,DICLOFENAC SODIUM,4.0,False,True,"['Acoflam', 'Acoflam ret', 'Acoflam sr', 'Arthronac', 'Arthrotec 50', 'Arthrotec 75', 'Closteril 100', 'Defanac', 'Defanac retard', 'Defanac sr', 'Dexomon ret', 'Dexomon sr', 'Diclofenac sodium', 'Dicloflex', 'Dicloflex ret', 'Dicloflex sr', 'Diclomax ret', 'Diclomax sr', 'Diclotard 100 mr', 'Diclotard 75 mr', 'Diclovol', 'Diclovol ret', 'Diclovol sr', 'Diclozip 25', 'Diclozip 50', 'Difenor xl', 'Digenac xl 100', 'Dyloject', 'Econac', 'Econac sr', 'Econac xl', 'Enstar sr', 'Enstar xl', 'Enzed', 'Fenactol', 'Fenactol ret', 'Fenactol sr', 'Flamatak mr', 'Flamrase', 'Flamrase sr', 'Flexotard mr', 'Isclofen', 'Lofensaid 25', 'Lofensaid 50', 'Lofensaid ret 100', 'Lofensaid ret 75', 'Masidemen', 'Misofen', 'Mobigel', 'Mobigel paineze', 'Motifene', 'Pennsaid', 'Rheumatac ret 75', 'Rhumalgan', 'Rhumalgan cr 100', 'Rhumalgan cr 75', 'Rhumalgan sr', 'Rhumalgan xl', 'Slofenac', 'Solaraze', 'Valdic 100 ret', 'Valdic 75 ret', 'Valenac', 'Volraman', 'Volsaid ret 100', 'Volsaid ret 75', 'Voltaren', 'Voltaren arthritis pain', 'Voltaren emulgel', 'Voltaren ret', 'Voltaren-xr', 'Voltarene', 'Voltarene emulgel', 'Voltarene l.p.', 'Voltarene ret', 'Voltarol', 'Voltarol 12 hour emulgel p', 'Voltarol active', 'Voltarol emulgel', 'Voltarol emulgel p', 'Voltarol gel patch', 'Voltarol ophtha', 'Voltarol pain-eze emulgel', 'Voltarol ret', 'Voltarol sr']","['Abitren', 'Benfofen', 'Dealgic', 'Deflamat', 'Delphinac', 'Diclofenac diethylamine', 'Diclofenac diethylamine salt', 'Diclofenac diethylammonium', 'Diclofenac diethylammonium salt', 'Diclofenac sod', 'Diclofenac sodium', 'Diclofenac sodium salt', 'Diclomax', 'Diclophenac sodium', 'Diclophlogont', 'Dicloreum', 'Duravolten', 'Ecofenac', 'Effekton', 'GP 45840', 'GP-45840', 'Lexobene', 'NSC-756725', 'Neriodin', 'Novapirina', 'Primofenac', 'Prophenatin', 'Rewodina', 'Sodium diclofenac', 'Voldal', 'Xenid']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1988 and has 5 approved and 16 investigational indications. This drug has a black box warning from the FDA.,,,"['EFO_0009560', 'EFO_0010072', 'EFO_0002970', 'EFO_0004616', 'EFO_0000649', 'MONDO_0001187', 'EFO_0000685', 'MP_0001914', 'MONDO_0005178', 'MONDO_0002959', 'EFO_0009582', 'EFO_0004272', 'HP_0003419', 'EFO_0004607', 'MP_0001845', 'EFO_0003958', 'HP_0012532', 'EFO_0003843', 'EFO_0004274', 'HP_0011868', 'EFO_0002496']",21.0,"['ENSG00000073756', 'ENSG00000095303']",2,1988.0,CHEMBL139,['diclofenac%20sodium'],"['11111091', '11112998', '144204321', '144210585', '170464642', '26747983', '50106220', '56422389', '85231008', '855544', '90341049']",['4509'],,,,,
CHEMBL1200654,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl,PRGUDWLMFLCODA-UHFFFAOYSA-N,Small molecule,False,BENOXINATE HYDROCHLORIDE,4.0,False,True,['Benoxinate hydrochloride'],"['Benoxinate hcl', 'Benoxinate hydrochloride', 'NSC-759847', 'Oxibuprocaine chloride', 'Oxybuprocaine hcl', 'Oxybuprocaine hydrochloride']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982.,,,,,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']",10,1982.0,CHEMBL1200,['benoxinate%20hydrochloride'],"['144204104', '170464771', '56463336']",['31260'],,,,,
CHEMBL1201662,,,Protein,False,DESIRUDIN,4.0,False,True,"['Iprivask', 'Revasc']","['63-desulfohirudin', '63-desulfohirudin (recombinant)', 'CGP 39393', 'CGP-39393', 'Desirudin', 'Desirudin recombinant', 'Hirudin desirudin', 'Revasc']",,Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1997 and has 3 approved indications.,,,"['EFO_0003907', 'HP_0004419', 'HP_0004936']",3.0,['ENSG00000180210'],1,1997.0,,,,,['https://www.ema.europa.eu/en/medicines/human/EPAR/revasc'],,,['2990'],
CHEMBL1201773,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.Cl,JALHGCPDPSNJNY-UHFFFAOYSA-N,Small molecule,True,PRASUGREL HYDROCHLORIDE,4.0,False,True,"['Effient', 'Efient']","['LY640315', 'Prasu doc', 'Prasugrel hcl', 'Prasugrel hydrochloride']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2009 and has 3 approved indications. This drug has a black box warning from the FDA.,,,"['EFO_0000612', 'EFO_0005672', 'MP_0001914']",3.0,['ENSG00000169313'],1,2009.0,CHEMBL1201772,['prasugrel%20hydrochloride'],"['144207170', '170465441']",,['https://www.ema.europa.eu/en/medicines/human/EPAR/efient'],,,,
CHEMBL1201825,,,Antibody,True,RANIBIZUMAB,4.0,False,True,['Lucentis'],"['BCD-300', 'Byooviz', 'Cimerli', 'FAB-12 VARIANT Y0317', 'FYB-201', 'FYB201', 'PF-582', 'Pf-582 (ranibizumab biosimilar)', 'Pf582', 'QL-1205', 'QL1205', 'RG-3645', 'RHUFAB', 'Ranibizumab', 'Ranibizumab biosimilar pf582', 'Ranibizumab eqrn', 'Ranibizumab nuna', 'Ranibizumab-eqrn', 'Ranibizumab-nuna', 'SB-11', 'SB11 (RANIBIZUMAB BIOSIMILAR)', 'Susvimo']",,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2006 and has 8 approved and 23 investigational indications. This drug has a black box warning from the FDA.,['Ranibizumab'],,"['EFO_1001158', 'MONDO_0008380', 'EFO_0004207', 'EFO_0004190', 'EFO_0009606', 'EFO_1000880', 'EFO_1001157', 'EFO_0003770', 'HP_0000545', 'MONDO_0001576', 'EFO_1001060', 'EFO_0010977', 'EFO_0000400', 'EFO_0005753', 'HP_0000573', 'EFO_0001365', 'MONDO_0001941', 'EFO_0000678', 'MONDO_0007935', 'EFO_0003839', 'HP_0000545', 'MONDO_0005041', 'EFO_1000805', 'MONDO_0020204', 'EFO_1000809', 'EFO_0007310', 'MONDO_0008667', 'EFO_0004683', 'EFO_0009784', 'EFO_0005773', 'MONDO_0003005']",31.0,['ENSG00000112715'],1,2006.0,,['ranibizumab'],,,['https://www.ema.europa.eu/en/medicines/human/EPAR/lucentis'],,,['4971'],
CHEMBL2108334,,,Protein,False,EPTACOG ALFA (ACTIVATED),4.0,False,True,['Novoseven'],"['Activated recombinant human factor vii', 'Coagulation factor viia (recombinant)', 'Coagulation factor viia recombinant human', 'Eptacog alfa', 'Eptacog alfa (activated)', 'Recombinant activated factor vii']",,Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and has 5 approved and 5 investigational indications.,,,"['MONDO_0002243', 'MP_0001914', 'MONDO_0010604', 'EFO_0005669', 'EFO_1000025', 'MONDO_0010602', 'MONDO_0100326', 'MONDO_0002244', 'MONDO_0018660', 'EFO_0000551']",10.0,['ENSG00000057593'],1,1996.0,,,,,['https://www.ema.europa.eu/en/medicines/human/EPAR/novoseven'],,,['5159'],
CHEMBL2109393,,,Antibody,False,RG-7160,2.0,False,False,[],['RG-7160'],,Antibody drug with a maximum clinical trial phase of II.,,,,,['ENSG00000146648'],1,,,,,,,,,,
CHEMBL770,c1ccc(CC2=NCCN2)cc1,JIVZKJJQOZQXQB-UHFFFAOYSA-N,Small molecule,False,TOLAZOLINE,4.0,False,True,[],"['NSC-35110', 'Priscoline', 'Tolazine', 'Tolazoline']",['CHEMBL1689'],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1985 and has 3 approved indications.,['Tolazoline'],['DB00797'],"['HP_0003326', 'HP_0002829', 'EFO_0000319']",3.0,"['ENSG00000196639', 'ENSG00000113749', 'ENSG00000120907', 'ENSG00000150594', 'ENSG00000184160', 'ENSG00000171873', 'ENSG00000170214', 'ENSG00000274286']",8,1985.0,,,['11112156'],['28502'],,,,,
CHEMBL89598,C=CC(N)CCC(=O)O,PJDFLNIOAUIZSL-UHFFFAOYSA-N,Small molecule,True,VIGABATRIN,4.0,False,True,"['Kigabeq', 'Sabril']","['5-hexenoic acid, 4-amino-', 'CPP-109', 'Gamma vinyl gaba', 'Gamma-vinyl gaba', 'MDL 71,754', 'MDL-71754', 'RMI-71754', 'Vigabatrin', 'Vinyl gamma-aminobutyric acid']",['CHEMBL4303352'],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2009 and has 6 approved and 6 investigational indications. This drug has a black box warning from the FDA.,['Vigabatrin'],['DB01080'],"['MONDO_0001734', 'EFO_0004263', 'EFO_1000877', 'EFO_0004701', 'HP_0011097', 'EFO_0001073', 'MONDO_0007079', 'EFO_0004895', 'MONDO_0100062', 'MONDO_0018097', 'EFO_0002610', 'EFO_0000474']",12.0,['ENSG00000183044'],1,2009.0,,['vigabatrin'],"['104171263', '144203852', '26747129', '26751903', '50104581', '50104582', '50104583', '85231284', '90340732']",['63638'],['https://www.ema.europa.eu/en/medicines/human/EPAR/kigabeq'],,,,
CHEMBL2103831,COc1ccc2cc([C@H](C)C(=O)OCCCCO[N+](=O)[O-])ccc2c1,AKFJWRDCWYYTIG-ZDUSSCGKSA-N,Small molecule,False,NAPROXCINOD,3.0,False,False,[],"['AR-P900758XX', 'AZD-3582', 'AZD3582', 'HCT 3012', 'HCT-3012', 'HCT3012', 'Naproxcinod', 'Naproxen-n-butyl nitrate', 'Nitronaproxen']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 5 investigational indications.,,['DB06682'],"['MONDO_0005178', 'EFO_1002048', 'EFO_1000786', 'EFO_0001421', 'EFO_0005755']",5.0,"['ENSG00000073756', 'ENSG00000095303']",2,,,,,['76254'],,,,,
CHEMBL2103882,O=C1NC(=O)[C@@H](c2cn3c4c(cccc24)CCC3)[C@@H]1c1c[nH]c2ccccc12,UCEQXRCJXIVODC-PMACEKPBSA-N,Small molecule,False,TIVANTINIB,3.0,False,False,[],"['ARQ 197', 'ARQ-197', 'Arq-197', 'Tivantinib']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 16 investigational indications.,,['DB12200'],"['EFO_0003060', 'EFO_0005537', 'EFO_0000182', 'MONDO_0004992', 'EFO_0000770', 'EFO_0000514', 'MONDO_0002691', 'EFO_0000616', 'EFO_0003860', 'EFO_0000702', 'MONDO_0007576', 'EFO_0000640', 'EFO_0000673', 'MONDO_0001056', 'EFO_0001378', 'EFO_0000181']",16.0,['ENSG00000105976'],1,,,,,,,,,,
CHEMBL2107339,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1.O=C(O)/C=C\C(=O)O,RPUBHMMISKEXSR-MLCLTIQSSA-N,Small molecule,False,ESMIRTAZAPINE MALEATE,3.0,False,False,[],"['Esmirtazapine maleate', 'Mirtazapine maleate, (s)-', 'ORG 50081', 'ORG-50081', 'Org-50081']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 2 investigational indications.,,,"['EFO_0004698', 'EFO_0008568']",2.0,"['ENSG00000196639', 'ENSG00000147246', 'ENSG00000150594', 'ENSG00000184160', 'ENSG00000274286', 'ENSG00000102468']",6,,CHEMBL1366933,,,,,,,,
CHEMBL274654,Cc1[nH]c(/C=C2\C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,NHFDRBXTEDBWCZ-ZROIWOOFSA-N,Small molecule,False,ORANTINIB,3.0,False,False,[],"['NSC-702827', 'Orantinib', 'SU-6668', 'Su-6668', 'TSU-68']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 10 investigational indications.,,['DB12072'],"['EFO_0001378', 'EFO_1001951', 'EFO_0000182', 'MONDO_0008903', 'MONDO_0008315', 'EFO_0000616', 'EFO_0002618', 'MONDO_0007254', 'MONDO_0001056', 'MONDO_0002367']",10.0,"['ENSG00000113721', 'ENSG00000134853', 'ENSG00000068078', 'ENSG00000077782', 'ENSG00000160867', 'ENSG00000066468', 'ENSG00000128052']",7,,,,['527809'],,,,,,
